"There was a young rustic named Mallory,
who drew but a very small salary.
When he went to the show,
his purse made him go
to a seat in the uppermost gallery.
","('A','A','B','B','A')","()",1, LIMERICK
"There was an Old Man of Nantucket
Who kept all his cash in a bucket.
His daughter, called Nan,
Ran away with a man,
And as for the bucket, Nantucket.","('A', 'A', 'B', 'B', 'A')",(),1,LIMERICK
"There once was a young lady named bright
Whose speed was much faster than light
She set out one day
In a relative way
And returned on the previous night.","('A', 'A', 'B', 'B', 'A')",(),1,LIMERICK
"There was a Young Lady whose chin
Resembled the point of a pin:
So she had it made sharp,
And purchased a harp,
And played several tunes with her chin.","('A', 'A', 'B', 'B', 'A')",(),1,LIMERICK
